,NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,Profile
8336,Robert Schrum,37820613,42,30,23,0,5,9,1,7,1,72,99,88,4
8337,Jason Crossmon,10715335,50,59,19,5,7,3,3,2,4,66,80,50,0
8338,Keith Shreve,91728929,0,66,36,6,3,9,5,2,3,73,80,53,3
8339,Derek Groves,79016949,34,62,46,3,6,2,5,5,4,53,78,69,2
8340,Michael Sullivan,73418488,24,70,73,4,7,1,4,7,1,56,62,57,2
8341,Janee Perkins,96667815,51,31,23,5,4,4,2,3,2,62,63,78,5
8342,John Yarbrough,73127599,52,35,21,5,4,4,1,4,0,67,40,55,5
8343,Brittany Jackson,14418746,50,55,38,2,2,1,4,7,3,64,75,89,1
8344,Vivian Niederberger,25417629,60,60,16,1,1,0,1,12,0,60,30,,1
8345,Ronald Roberts,59193897,50,54,77,6,3,1,1,4,3,67,80,64,2
8346,John Mcmurray,25508574,9,5,63,2,0,0,1,6,1,80,44,57,0
8347,Linda Jones,40778774,31,46,49,5,4,4,2,6,6,71,84,82,3
8348,Karen Figueras,86519039,15,85,75,7,3,3,3,6,4,77,67,62,2
8349,Anna Sivak,66689892,16,54,46,5,3,0,3,4,5,82,46,42,0
8350,Vincent Sutherland,46918699,27,26,32,3,3,2,3,1,3,33,41,64,4
8351,Bernice Ferrell,49890088,49,73,35,5,6,4,4,3,3,61,68,48,2
8352,Irvin Sweat,5984934,48,41,62,5,4,2,4,8,0,73,72,79,1
8353,Bryan Caggiano,79820160,60,56,47,5,0,2,5,6,0,64,64,72,1
8354,Lynn Heiliger,59120701,35,27,63,1,2,2,1,5,2,54,62,64,2
8355,Philip Leitner,96178475,62,76,27,2,1,3,0,8,0,74,62,65,1
8356,Joyce Potts,7706069,0,47,6,1,5,7,0,2,5,83,74,46,1
8357,Mark Lee,6654436,61,69,15,7,1,8,3,7,6,51,57,79,5
8358,Eva Cervantes,57613039,50,54,0,2,4,3,1,6,7,77,40,41,0
8359,Brenda Milligan,62807302,0,0,56,2,5,5,4,6,3,78,56,73,1
8360,Todd Nixon,94290508,45,39,51,4,4,5,4,2,3,64,88,75,4
8361,Christopher Ouellette,19491929,54,78,13,3,0,1,2,7,0,67,69,70,1
8362,William Miller,39361178,57,70,60,4,2,5,6,4,4,58,100,93,1
8363,Mary Biermann,21438613,42,13,41,3,5,4,2,4,5,53,83,60,2
8364,Hope Lesneski,80001894,31,51,37,5,2,5,7,6,7,72,70,53,3
8365,Emily Mitchell,46852540,59,48,36,4,3,1,7,7,1,65,49,68,1
8366,Michael Rinehart,78173489,23,41,71,3,4,4,6,2,2,40,65,54,4
8367,William Robinson,31650794,52,53,74,1,4,3,6,3,6,49,50,80,5
8368,Audry Daniel,68670033,26,47,0,4,4,0,1,6,7,96,54,41,0
8369,Patty Houston,52698279,54,53,16,6,1,6,2,6,4,63,60,75,5
8370,Wendy Wallace,36872271,59,80,10,4,0,1,5,3,2,70,81,75,1
8371,Rosa Sapp,64551845,6,21,54,2,6,4,4,6,5,70,94,92,1
8372,Amber Marie,74889951,67,28,38,3,6,4,7,4,5,69,60,64,0
8373,Jerome Shapiro,1227311,42,41,48,4,5,3,5,5,2,87,73,85,2
8374,Sheryl Hamburg,26207673,51,92,44,3,5,3,5,5,2,78,52,68,5
8375,Brian Watson,84949934,9,37,55,3,1,5,1,6,6,62,62,65,2
8376,Robert Ramirez,41812440,61,12,21,3,6,3,6,3,2,68,71,70,0
8377,Jan Chavez,22120753,43,76,17,5,1,3,7,3,3,59,76,80,1
8378,Mary Solomon,46462739,24,32,0,0,4,6,1,5,3,44,52,81,4
8379,Martha Hachting,83115063,4,23,10,2,3,1,2,7,1,79,42,67,1
8380,Kenneth Paterson,58647744,54,52,44,4,2,5,0,2,5,53,67,83,4
8381,David Petrucci,11153849,53,55,33,4,5,4,5,4,4,52,75,61,2
8382,Douglas Hutchinson,99221306,78,69,64,3,0,5,4,8,7,65,58,71,3
8383,Galen Gilbert,40294314,30,56,36,3,4,5,0,5,3,66,57,70,5
8384,Adam Warmack,66867546,71,44,26,5,5,4,3,7,4,70,55,53,0
8385,Katie Goldberg,81229420,57,9,14,4,5,4,2,6,5,76,54,64,0
8386,Ryan Council,78235513,17,43,84,0,4,4,3,4,7,45,66,79,5
8387,Felix Pender,40266445,83,42,16,3,3,4,3,1,7,84,80,69,3
8388,Stephanie Downey,66056788,20,11,32,3,2,5,4,7,10,75,100,79,3
8389,Todd True,5860823,85,23,40,3,6,5,2,4,2,53,49,58,0
8390,David Robinson,51481822,51,55,1,6,7,4,6,2,3,54,51,60,3
8391,Oretha Hlavac,87272808,23,67,3,4,3,4,1,5,0,78,64,51,1
8392,Louise George,95510954,33,58,42,3,2,6,5,2,7,69,72,75,3
8393,Albert Lapage,43158308,22,38,39,4,3,3,3,2,5,68,59,59,1
8394,Patty Tillett,40495363,63,25,23,2,7,2,2,8,3,68,69,61,0
8395,Bessie Carroll,19852406,13,39,0,8,7,5,5,1,1,74,63,52,3
8396,Mary Walker,17317244,63,50,59,5,4,4,4,5,2,77,59,66,2
8397,Stephen Palmer,51817674,0,34,59,0,2,3,2,6,5,45,61,67,2
8398,Eva Kelly,21675172,36,44,18,1,5,0,3,2,3,75,75,47,0
8399,Angelina Cook,95566112,60,46,0,8,7,6,3,5,8,83,71,57,0
8400,Eddie Little,83263097,34,66,19,6,1,6,0,2,3,74,51,100,5
8401,Larry Aguirre,58704804,46,5,41,3,2,3,4,4,2,67,53,64,0
8402,Irene Sims,80959081,69,70,84,5,4,4,2,3,4,65,70,64,4
8403,George Ervin,81610369,58,39,49,3,6,4,2,6,3,58,60,57,0
8404,Joe Barnes,81852439,34,57,41,6,3,7,4,4,8,79,67,64,3
8405,Gladys Thacker,44258695,13,41,57,5,1,7,3,0,3,41,73,66,4
8406,Charles Rosica,10927730,41,64,64,4,4,3,3,4,1,69,56,53,2
8407,Rachael Hicks,47938798,1,21,67,5,1,5,2,3,4,56,62,60,4
8408,Virginia Reny,94250042,43,0,25,0,6,2,4,4,1,71,70,79,0
8409,Angela Chandler,99958886,10,32,24,7,4,7,3,4,5,77,83,68,3
8410,Keith Tucker,38055575,9,21,65,4,0,6,4,0,4,60,,59,4
8411,Nicole Troupe,44148781,56,20,50,2,6,2,3,5,3,58,58,58,0
8412,Doris Stanley,36004035,63,47,26,5,4,4,2,9,2,62,61,61,5
8413,Gary Morel,22685836,37,37,0,7,1,8,1,2,5,47,55,81,5
8414,Everett Jolin,54543445,41,45,26,5,1,4,4,5,3,73,69,74,3
8415,Justina Diaz,84056734,59,15,20,5,4,4,4,3,4,76,57,57,0
8416,Linda Mckeever,2147327,0,45,0,2,5,1,0,3,8,59,49,64,1
8417,Elin Harris,87959522,4,81,57,5,4,3,3,5,5,61,76,59,2
8418,Florence Henderson,89526616,0,18,16,6,2,7,4,2,4,86,97,69,3
8419,William Breland,75580681,19,70,24,6,3,7,5,2,2,67,61,62,3
8420,Dorothy Alexander,12031874,39,9,13,3,4,3,4,2,6,74,55,61,0
8421,Kevin Kotas,85022678,45,6,56,3,2,4,1,6,1,63,48,69,0
8422,Walter Robinson,57549407,32,89,17,7,2,7,1,6,2,77,52,74,5
8423,Anna Benson,40994468,56,65,72,4,4,4,4,5,2,46,72,69,4
8424,Jillian Wiggins,2127012,72,51,55,0,4,4,6,7,0,40,54,61,4
8425,Michel Giannecchini,66168569,0,77,48,5,2,10,3,3,6,74,77,55,3
8426,Richard Samuel,68770966,52,38,63,4,4,3,4,2,3,62,51,84,5
8427,John Williams,18976060,16,49,44,7,2,3,6,4,1,67,62,96,3
8428,James Towry,89668751,15,85,42,4,6,3,5,4,4,76,90,70,2
8429,Sophie Johnson,76293827,38,0,52,3,3,2,0,5,3,50,65,57,2
8430,Hugh Clark,69623418,21,66,62,5,5,2,3,5,3,69,94,63,2
8431,Melissa Lester,21072010,21,58,59,5,3,5,4,6,6,78,73,63,2
8432,Florence Almeda,55708274,35,36,57,5,6,5,1,3,0,54,69,62,5
8433,Sergio Brown,50634545,28,49,63,2,4,2,2,4,3,73,43,76,5
8434,Stephanie Cotton,82411160,27,48,33,5,4,5,5,5,7,62,73,73,3
8435,Robert Brogan,56083037,71,89,24,5,0,1,1,5,4,50,72,79,1
8436,Vincent Saiz,94630755,23,13,17,1,0,7,3,3,3,65,65,74,4
8437,Terrence Messenger,22784407,61,72,60,1,2,4,4,3,5,56,73,71,3
8438,Helen English,3251996,0,38,73,0,2,7,3,8,5,68,60,44,2
8439,Jennifer Anderson,77639223,49,33,27,3,3,2,2,3,4,65,44,48,0
8440,Gary Carey,27499327,29,17,47,3,3,2,8,5,3,89,98,87,1
8441,Dorothy Bennett,68467232,38,53,8,7,0,6,2,5,4,65,56,81,5
8442,Margaret Ewing,55124979,39,35,47,5,4,7,3,2,3,80,85,72,4
8443,Reba William,79752435,8,45,46,1,5,1,3,5,4,54,76,77,2
8444,Gene Phillips,85508872,45,72,9,4,2,1,3,3,8,52,71,83,1
8445,Richard Church,40016128,33,50,24,5,4,5,0,3,0,70,67,67,5
8446,Courtney Mills,42951551,64,39,39,7,5,5,0,3,0,70,57,85,5
8447,Carolyn Carroll,54857502,51,24,43,4,3,3,2,7,2,63,53,56,5
8448,Gerardo Showe,381344,61,11,57,4,5,7,4,4,3,54,37,71,0
8449,James Skrebes,62957527,11,9,33,2,4,9,2,2,1,64,99,85,4
8450,Yvonne Vanhorn,67326181,51,65,70,5,1,6,4,3,5,62,46,90,5
8451,Catherine Jackson,27237809,75,12,11,8,1,5,2,5,3,62,52,68,5
8452,Terry Morgan,4407778,80,35,47,0,6,7,1,4,0,50,33,64,0
8453,Courtney Stanton,17104534,33,75,50,4,4,3,5,3,3,63,33,75,5
8454,Rebecca Auclair,752606,48,51,50,2,0,0,1,9,0,62,50,,1
8455,Bridget Hernandez,28160991,30,43,35,3,8,3,2,4,1,55,67,42,2
8456,Marie Mcdonald,40704840,13,43,47,6,3,4,6,7,5,61,75,81,3
8457,Carrie Hill,39041306,0,46,12,3,4,0,1,8,4,97,76,53,0
8458,Peter Matthews,69967116,17,35,51,2,5,3,1,6,3,48,71,49,2
8459,Lila Lodi,5649244,41,36,40,4,4,4,6,2,6,60,78,59,1
8460,Patty Reyes,8860364,30,23,63,5,1,4,7,2,4,70,73,56,4
8461,Latisha Martinez,41886825,63,50,52,4,4,3,2,3,3,57,60,62,2
8462,John Ewing,69985002,43,49,24,3,9,2,5,2,2,74,81,74,2
8463,Pamela Mandel,23174070,15,54,19,3,4,3,5,3,3,81,84,68,1
8464,Oliver Smith,38457816,36,22,11,0,2,0,1,7,1,81,51,52,0
8465,Richard Lee,64675582,20,47,20,2,2,0,0,2,1,74,73,50,0
8466,Jaclyn Martinez,74585972,0,39,8,3,5,4,3,3,6,68,73,69,1
8467,Charles Taylor,2516168,0,3,41,0,0,5,4,3,2,47,67,60,4
8468,Huey Cashman,5860204,29,17,89,5,3,4,0,4,3,62,59,40,2
8469,Hattie Shaw,36985326,33,45,46,2,5,2,3,6,4,71,54,52,0
8470,Felicia Leblanc,51742396,33,40,41,3,4,2,2,2,3,73,56,49,0
8471,Ward Fox,79312913,15,20,16,8,4,8,4,3,10,93,79,78,3
8472,Kristy Lowe,3136770,29,31,31,0,5,8,0,4,2,,75,90,4
8473,Adrian Richardson,63564860,25,33,57,6,1,0,5,8,7,85,46,50,0
8474,Ronald Morgan,92392055,0,40,22,8,3,5,9,4,3,73,57,69,3
8475,Paul Pitman,94729069,12,39,23,0,3,0,1,8,7,90,46,40,0
8476,Anne Mann,97230380,14,29,17,4,3,7,5,3,8,76,90,68,3
8477,Cindy Wheatley,95783863,31,29,24,0,3,0,1,2,0,79,64,,0
8478,Malcolm Jordan,67779579,33,64,11,2,2,5,0,7,0,77,69,65,1
8479,Sherry Payne,63993199,50,40,52,3,5,3,4,5,3,62,31,48,0
8480,John Bryant,79329431,22,66,2,6,7,2,1,5,4,78,72,70,1
8481,Margaret Fletcher,20015,37,62,34,5,3,5,4,2,5,74,68,74,3
8482,Michael Serrano,24735943,15,44,18,7,7,7,2,4,5,60,74,65,3
8483,James Hyland,85136186,32,31,52,3,5,7,2,4,3,78,76,72,4
8484,Margaret Mcmanus,89531342,40,34,51,1,5,5,2,4,2,63,65,40,2
8485,Ralph Lam,49027072,36,50,34,3,5,5,2,3,4,73,85,84,4
8486,Sandra Williams,46912992,28,96,57,8,7,3,2,2,2,49,88,23,2
8487,Charlene Owen,74957141,60,21,15,7,4,5,3,4,6,78,73,83,3
8488,Lillie Thomas,46577703,24,63,34,2,2,3,9,2,5,65,70,66,3
8489,Jermaine Davies,69251517,49,41,38,5,4,4,4,5,2,65,71,82,5
8490,Karen Duckett,60408429,28,27,65,2,2,3,7,4,3,73,85,70,1
8491,Daryl Neal,53616171,17,60,12,3,0,0,0,5,3,90,46,35,0
8492,Sherri Garrette,7404188,32,50,86,6,5,5,3,1,3,63,84,65,4
8493,Jean Effinger,20868776,15,45,24,6,4,5,5,4,1,63,68,67,3
8494,Tania Castro,36599590,50,67,28,6,4,5,3,3,4,54,44,72,5
8495,Hannah Hilty,67380459,14,21,27,2,4,6,1,3,4,89,75,84,4
8496,Ladonna Spohn,7391735,36,51,72,9,5,6,3,0,4,57,80,67,4
8497,Virginia Munoz,230938,19,54,33,7,1,8,4,4,6,76,60,87,3
8498,Daniel Mcclure,58332191,11,37,0,0,6,1,2,7,1,100,59,69,1
8499,Mary Garcia,59584680,32,61,0,1,3,4,1,2,8,67,62,53,1
8500,David Mccall,60758342,0,47,63,2,5,3,3,6,2,69,63,63,2
8501,Louise Bethel,32960009,88,30,14,3,7,3,2,4,2,34,87,41,2
8502,Willard Biddle,88843387,52,60,72,6,6,7,1,3,3,63,80,78,4
8503,Jeannine Griffitts,4045758,53,18,40,0,3,3,4,4,1,64,55,64,0
8504,Ronald Bennett,29813872,39,38,41,4,3,6,0,5,1,66,62,54,5
8505,Chris Chappell,52714979,68,80,48,3,5,1,6,4,3,61,60,83,2
8506,Jacob Rodocker,27031966,24,27,48,3,2,7,3,4,3,57,64,69,4
8507,Diane Crick,74401007,39,32,57,1,2,7,5,4,2,65,88,64,4
8508,Andrew Kiper,90162554,12,56,24,6,5,3,6,1,1,69,62,75,3
8509,Martha Jordan,32700830,48,49,26,4,3,5,3,4,5,65,72,72,3
8510,Mary Hull,69974941,95,35,2,7,8,5,2,5,6,58,60,51,3
8511,Darryl Gennaro,26026497,56,57,31,4,4,6,4,7,7,41,70,62,3
8512,Angel Young,77608416,19,0,0,7,5,6,4,1,5,87,100,68,3
8513,Dorothy Witt,86348521,52,26,46,2,3,5,2,9,1,72,43,66,0
8514,Howard Price,90795812,32,37,22,3,5,7,0,2,3,54,74,90,4
8515,Astrid Jones,74979830,40,0,53,2,3,2,9,5,1,79,97,66,4
8516,Jorge Blanchard,29949194,68,28,34,3,6,4,3,3,3,62,66,59,0
8517,Dorothy Noland,71790683,33,45,33,2,4,1,1,3,0,75,61,50,0
8518,Marisa Salerno,87508592,59,54,22,1,3,0,7,1,0,61,76,,3
8519,Malinda Pierce,38854651,39,73,43,3,3,2,6,1,2,71,66,68,3
8520,Dawn Kirgan,59098626,62,77,16,4,0,2,3,9,0,58,63,75,1
8521,Harry Harness,32555472,38,53,31,2,3,0,1,5,2,73,57,42,0
8522,Suzanne Wallace,64358284,0,59,0,1,3,3,1,3,3,98,71,68,1
8523,Joyce Yantzer,25950882,43,28,70,4,6,3,3,4,3,67,73,72,4
8524,Thomas Jury,53166044,65,77,63,7,6,6,4,2,2,24,77,73,4
8525,Jessica Curtis,65667728,25,28,35,4,4,2,3,2,4,54,61,75,4
8526,Glen Spencer,5387863,56,62,29,4,5,3,6,5,5,64,75,82,2
8527,Harry Sanchez,30102991,30,55,61,3,6,2,2,4,3,76,80,73,1
8528,Stanley Martin,38481750,15,43,10,5,6,3,7,1,4,69,74,62,3
8529,Lois Perreault,84176057,14,38,61,2,3,3,2,5,2,79,65,65,2
8530,Christine Lao,46748150,40,43,40,4,5,5,4,7,1,76,77,67,1
8531,Annmarie Boyd,68852819,64,21,24,4,3,6,0,6,3,61,73,74,5
8532,William Powell,54329590,32,31,31,3,3,5,0,4,4,65,72,91,4
8533,Lloyd Platt,68298908,20,24,53,1,4,4,2,6,3,55,66,53,2
8534,Manuel Bell,39937258,47,41,19,4,4,4,4,6,4,51,76,59,3
8535,Travis Millet,62386534,37,38,55,4,4,4,1,5,4,49,72,44,2
8536,Stephen Hanna,76398636,82,46,30,4,3,4,5,7,4,57,61,69,5
8537,Angela Moultrie,32422946,36,49,39,4,4,6,6,2,4,60,72,56,1
8538,Lester Waddington,65713431,26,92,66,5,2,4,6,7,4,81,72,72,2
8539,Kim Hensley,57409164,57,48,0,3,6,4,3,2,2,73,67,55,0
8540,Jon Eckard,10010481,23,31,39,4,1,5,0,3,5,42,42,77,4
8541,Janice Mayfield,8649200,49,54,10,5,3,6,4,5,5,51,56,78,5
8542,Claudine Garcia,55010902,28,53,44,4,3,2,5,6,1,74,90,92,1
8543,Dennis Green,40528318,4,65,25,3,4,7,0,8,3,63,91,68,5
8544,Christopher Ledford,51891647,33,70,51,3,2,4,6,4,7,57,73,72,3
8545,Arlen Harris,97124473,43,29,9,2,4,0,3,3,3,76,60,52,0
8546,Mary Kendall,50892180,47,104,0,4,2,2,0,9,0,69,58,67,1
8547,Ada Morris,48650452,59,87,19,3,0,4,0,5,2,55,46,55,1
8548,Elias Snyder,84689744,22,33,39,2,3,2,4,5,3,82,59,60,0
8549,Zina Kragt,89467104,32,35,18,3,4,1,0,5,4,76,60,52,0
8550,Kathryn Tompkins,80340162,19,33,28,4,4,1,2,6,4,85,60,58,0
8551,Anne Richardson,87602394,50,45,59,4,4,2,2,3,1,63,49,49,0
8552,Sue Pflieger,43693130,17,27,23,3,3,3,2,5,3,55,44,50,5
8553,Larry Matteucci,34447566,49,42,53,2,4,6,2,6,2,64,75,77,4
8554,Harold Dellinger,59291174,30,43,45,5,1,5,5,8,5,64,75,72,3
8555,Genevieve Vazquez,77572112,7,55,35,1,5,7,6,5,3,86,60,62,2
8556,Jose Loper,83695241,44,13,36,6,2,2,1,5,3,71,60,60,0
8557,Nancy Bouknight,28754398,19,37,15,3,3,2,5,5,4,67,69,71,1
8558,David Griffin,19758595,44,5,0,8,5,5,4,4,6,78,72,90,3
8559,Jamie Moreland,86895267,28,33,48,4,5,1,1,3,5,71,62,81,4
8560,Loren Britt,47563126,12,27,16,7,4,7,3,4,6,71,82,80,3
8561,Edward Spurbeck,34454753,3,9,24,3,5,8,4,4,1,62,82,77,4
8562,Roman Bourbeau,74025373,21,23,29,3,4,4,5,5,1,53,58,65,4
8563,Margarita Wilson,33986146,69,62,22,6,3,5,5,3,4,61,46,85,5
8564,Linda Pretty,81815745,36,59,34,5,6,2,5,4,4,77,85,78,1
8565,Jimmie Stello,44947485,22,35,23,1,3,2,9,2,9,84,92,65,3
8566,Benjamin Johnson,2634324,14,34,26,4,2,2,7,4,2,81,77,79,1
8567,Robert Maryland,21463604,38,62,47,3,1,4,1,1,8,52,72,75,1
8568,Jacqueline Jeter,93898533,3,37,32,4,3,2,4,2,4,75,73,74,1
8569,Holly Vignola,26602989,60,20,44,5,5,4,1,4,3,47,62,61,5
8570,Suanne Bank,76723208,52,42,7,6,1,8,2,4,6,47,82,91,5
8571,Crystal Gagnon,28209937,50,47,29,5,4,4,4,4,5,54,70,87,3
8572,John Oconnor,76356879,31,19,50,1,5,6,4,5,2,75,81,70,4
8573,William Hannah,15558798,47,6,3,6,2,4,6,3,6,83,77,92,3
8574,Andrea Manriquez,90479122,8,53,12,3,0,0,0,3,2,83,52,34,0
8575,Clyde Tindall,48884893,9,83,65,0,1,3,7,2,5,63,78,83,3
8576,Sam Singh,12245104,38,56,0,1,3,0,1,1,2,73,54,37,0
8577,Tania Chadderton,66095582,19,31,47,2,3,3,3,8,1,68,65,87,1
8578,Kathryn Laborde,85247620,24,48,49,5,5,0,5,7,6,85,75,52,0
8579,Todd Hernandez,76212624,53,43,78,2,3,5,4,3,3,49,100,88,4
8580,Donald Troche,35645073,37,29,33,4,6,3,3,7,5,82,74,63,0
8581,Tim Trimpe,80193447,29,67,57,4,1,6,6,4,7,78,60,79,3
8582,Pura Harr,92415090,50,34,45,4,4,5,2,7,0,61,59,41,5
8583,Wan Lee,52048606,31,27,22,0,3,6,4,6,5,50,66,63,2
8584,Michael Wittstock,18715731,0,90,54,3,7,0,5,6,4,50,82,70,2
8585,Fannie Leonberger,15347245,9,57,0,3,4,2,2,7,1,79,66,72,1
8586,Caryn Crawford,51292882,59,46,4,4,3,6,8,1,8,73,61,56,3
8587,Carmen Schilling,5946798,38,20,0,6,5,5,1,8,0,51,87,45,5
8588,Rickey Mckinney,92497447,18,61,42,4,6,3,2,5,3,58,77,53,2
8589,Caron Murray,51050200,31,22,42,4,3,5,1,5,2,57,60,64,5
8590,Carmen Stay,85790876,19,57,0,5,2,0,1,7,5,97,49,40,0
8591,Edward Graves,12095371,43,41,0,6,3,4,4,6,2,59,62,69,5
8592,Virginia Deberry,66084211,22,18,16,2,5,5,2,2,2,42,51,76,4
8593,Heather Sanders,97552099,21,42,75,4,3,5,2,2,5,46,69,65,4
8594,Beatrice Harrell,12156479,19,25,41,1,3,3,1,6,4,32,68,53,2
8595,Maribeth Muraski,82048874,68,42,9,3,8,3,3,2,4,67,59,52,0
8596,George Galbreath,61206183,56,68,50,4,0,1,6,4,2,53,72,84,1
8597,Alberta Parker,58321868,66,55,30,3,6,2,6,6,4,43,67,83,2
8598,Fredric Rutherford,71108538,0,46,31,4,1,5,8,1,6,82,80,84,3
8599,Maria Guerra,91896649,49,23,59,4,4,5,2,6,0,67,62,70,0
8600,Kenneth Brisco,53021025,42,27,51,3,4,0,5,4,5,73,58,76,4
8601,Arthur Napier,79359681,30,51,44,6,5,4,3,0,4,48,64,73,4
8602,Curtis Morrow,33183487,77,8,28,4,3,7,1,5,0,64,44,69,0
8603,Lana Collins,36553596,35,83,28,9,6,4,4,0,0,58,33,88,3
8604,Tim Shumway,62188758,54,42,38,3,2,3,0,4,0,63,50,48,0
8605,Marcia Couch,25334636,18,20,9,1,4,5,2,4,4,59,60,74,4
8606,Susan Griffin,36205509,47,41,26,7,5,5,2,4,6,67,72,88,3
8607,Barry Beck,90185145,34,47,48,4,0,5,7,6,7,71,68,70,3
8608,Rachel Oconor,34916316,63,84,22,5,3,4,0,4,5,50,58,57,1
8609,Jessica Gremo,68818760,7,52,4,4,6,2,0,5,4,79,57,64,1
8610,Bertha Creekmur,26951083,33,47,22,8,4,8,2,5,6,60,69,70,3
8611,Todd Kellam,88109904,29,36,36,5,1,3,6,4,3,74,69,100,3
8612,Tony Potts,25295607,37,41,66,5,2,6,4,3,2,49,77,67,4
8613,Tara Urbina,33402237,56,56,29,3,2,5,1,5,3,56,74,73,3
8614,Judith Chiariello,35686998,17,59,53,3,0,2,8,3,4,80,69,89,3
8615,Agnes Nettles,65147270,44,0,45,3,2,3,5,4,0,70,65,74,0
8616,James Bell,7070671,0,0,40,1,1,5,5,2,3,75,76,68,4
8617,Denise Monroe,72528737,46,46,39,3,6,3,4,4,6,74,47,49,0
8618,Annette Edwards,93986088,22,24,41,4,2,1,5,5,5,56,53,73,1
8619,Tricia Wallace,90393461,31,35,6,4,2,4,7,1,7,84,79,74,3
8620,Doreatha Moore,91775599,17,34,12,3,6,4,4,5,4,79,71,63,1
8621,Ann Hawkins,52249640,57,51,8,1,7,7,6,3,4,69,56,60,2
8622,Derrick Zorns,7967302,66,,45,7,0,6,5,5,6,65,51,98,5
8623,Joyce Matthews,4671315,57,60,15,2,1,5,2,6,3,51,57,63,1
8624,Reynaldo Golden,31793829,14,86,35,2,7,7,7,4,3,82,61,49,2
8625,Kent Rutz,50679088,60,12,44,7,2,4,2,5,1,63,53,68,5
8626,Yvette Henley,73611990,2,33,64,10,0,11,2,8,8,91,74,79,3
8627,Lloyd Ascher,8746964,2,19,18,3,4,2,1,8,3,69,49,65,1
8628,Keri Bryan,28084816,0,0,19,0,2,3,6,4,2,51,65,68,4
8629,Teresa Miller,92607466,68,40,67,5,5,0,3,4,1,69,66,75,2
8630,Jerome Rutherford,32027252,72,78,30,4,0,0,3,4,5,51,63,76,1
8631,Clara Clevenger,21638938,75,42,15,1,2,1,6,5,4,47,74,75,3
8632,Larry Souza,77709284,51,33,60,4,3,4,3,2,2,63,48,70,5
8633,Riley Nasworthy,63567163,12,24,84,5,3,3,4,3,4,57,69,61,4
8634,Orville Key,62604595,88,23,49,3,5,2,3,4,2,44,66,64,2
8635,Kayla Munoz,49387639,68,20,36,2,5,1,3,8,2,63,56,54,5
8636,Mitchell Hildebrandt,30556620,90,65,56,5,0,2,13,8,0,55,92,93,1
8637,Lynn Swartz,56718698,6,34,38,0,0,6,4,3,3,74,85,65,1
8638,Jorge Collins,86251353,22,48,17,4,5,2,3,6,5,87,76,55,0
8639,Pamela Mooney,46569598,18,43,16,1,6,2,0,4,5,86,63,62,1
8640,Betty Godwin,84199117,0,27,55,2,0,10,1,2,2,41,84,67,4
8641,Merle Winfree,84140451,28,56,14,5,4,4,9,0,4,75,61,65,3
8642,Emerson Gomez,53680662,32,62,48,3,4,4,6,7,4,44,59,68,5
8643,Ethel Spencer,41391883,61,71,44,6,2,1,3,4,0,89,70,70,1
8644,Marie Boyles,49968924,9,49,54,2,4,1,4,7,5,47,84,82,2
8645,Sharon Johnson,24456123,56,27,28,3,2,4,3,4,2,70,51,57,0
8646,Kathy Whitley,96157319,43,64,66,5,6,,4,3,2,49,98,74,4
8647,Paul Hickernell,36239577,41,37,55,5,4,6,3,0,2,59,71,88,5
8648,Steven Tarver,94582245,43,70,10,4,0,1,0,6,2,57,61,63,1
8649,Jerry Vigil,63990341,12,2,47,2,0,0,2,3,1,75,59,50,0
8650,Annette Garcia,71228806,49,34,49,4,3,5,3,2,4,,63,92,5
8651,Patricia Wilson,74209041,37,62,26,2,3,3,3,7,1,78,78,80,1
8652,Paul Colley,51778774,48,22,81,1,4,3,5,4,3,70,83,67,4
8653,George Crane,79321938,0,65,75,2,4,5,6,6,4,87,57,70,2
8654,Sarah Fields,71467569,0,76,60,5,2,5,7,2,2,70,63,79,3
8655,Ryan Clement,31423569,4,5,42,0,4,4,3,7,2,100,78,75,1
8656,Leslie Adams,22127612,36,6,70,1,4,0,7,7,2,74,81,73,4
8657,Christine Banks,9451296,29,55,28,4,3,5,8,5,7,57,56,70,3
8658,Kathy Coplin,8868061,87,28,37,7,3,6,1,1,3,59,70,100,5
8659,Tom Jones,32902225,35,68,25,3,6,2,5,6,5,35,70,70,2
8660,Nicole Cline,47100949,62,56,47,4,3,6,7,3,7,39,58,90,5
8661,Grace Robinson,17903422,44,57,83,5,3,6,1,2,4,45,82,82,4
8662,Mary Hughes,27120026,42,45,20,5,5,4,4,3,4,62,71,71,3
8663,Dennis Pioske,1713269,45,72,62,5,7,5,3,3,2,70,67,30,2
8664,Freddie Roemmich,4034699,4,48,67,3,5,1,3,7,2,73,61,70,2
8665,John Leister,23699947,33,36,51,5,7,1,4,10,0,77,76,86,1
8666,Katherine Robinson,16833008,22,25,25,5,3,3,1,7,3,85,75,69,0
8667,Jimmy Petersen,84225227,21,30,26,3,3,2,5,4,3,84,77,70,1
